"","K","eta_hunt","eta_nat","theta","gamma","alpha_max","ksi","omega","s","beta","p1","p2_q1","p2_q2","p2_q3","p2_q4","phi","sigma1_mean","sigma1_rate","start_q","S_0","E1_0","SuperS_0","SuperE1_0","I_0","SuperI_0"
"314",620,0.161782,0.018056,17.002595,0.048213,1.020664,0.587958,10.777746,70.915629,0.117871,1,0,0,0,0,31.184743,29.716766,5.471638,1,251,13,356,0,0,0
"315",451,0.689704,0.024915,12.981672,0.064496,1.074828,0.217935,10.379207,67.51454,0.094811,1,0,0,0,0,41.253079,175.538156,2.750691,1,345,10,96,0,0,0
"316",507,0.678998,0.033551,8.332677,0.034032,0.983825,0.862605,11.170771,64.517142,0.115213,1,0,0,0,0,36.736096,76.282416,3.135865,1,69,11,427,0,0,0
"317",324,0.066811,0.023954,14.628638,0.077564,0.915513,0.896712,10.440192,71.912812,0.128258,1,0,0,0,0,43.518013,575.217518,2.325632,1,33,7,284,0,0,0
"318",516,0.13233,0.00995,16.288685,0.06192,0.965524,0.374985,11.098266,71.157414,0.135438,1,0,0,0,0,42.467789,211.733505,2.742335,1,316,11,189,0,0,0
"319",771,0.564829,0.029542,3.938792,0.006463,0.937875,0.4359,10.124486,62.391165,0.060814,1,0,0,0,0,5.915135,162.487763,4.751601,1,426,16,329,0,0,0
"320",354,0.183304,0.023369,4.970665,0.062445,1.035316,0.094816,10.866716,67.530336,0.029531,1,0,0,0,0,42.195801,37.127424,5.391357,1,314,8,32,0,0,0
"321",300,0.648604,0.018756,6.119431,0.063953,0.938839,0.04465,10.177606,67.842374,0.216325,1,0,0,0,0,31.990851,306.852231,4.708016,1,281,6,13,0,0,0
"322",576,0.970582,0.033658,5.283735,0.029024,1.057282,0.112345,10.752285,71.125723,0.188729,1,0,0,0,0,48.329452,492.107348,5.252458,1,501,12,63,0,0,0
"323",173,0.417646,0.02818,5.374966,0.046532,1.09082,0.36307,11.026895,71.808085,0.155457,1,0,0,0,0,29.159185,480.302343,2.52626,1,108,4,61,0,0,0
"324",102,0.529507,0.012192,1.287857,0.021824,1.063818,0.796416,10.368746,61.779909,0.109705,1,0,0,0,0,46.220664,343.510474,2.122557,1,21,3,78,0,0,0
"325",226,0.33264,0.025774,14.150523,0.068958,1.086486,0.759975,11.028447,70.484688,0.023468,1,0,0,0,0,39.049706,391.639391,5.063492,1,54,5,167,0,0,0
"326",168,0.554008,0.022743,0.552299,0.043241,0.936243,0.199633,10.418633,66.090883,0.050538,1,0,0,0,0,3.65507,514.750613,3.665285,1,132,4,32,0,0,0
"327",980,0.636457,0.026229,2.090756,0.063502,0.957485,0.396571,9.967685,67.091175,0.156078,1,0,0,0,0,19.024655,286.118609,4.711847,1,580,20,380,0,0,0
"328",448,0.502953,0.038222,16.252457,0.048556,1.061125,0.952282,10.584733,70.528511,0.135755,1,0,0,0,0,29.298609,178.72185,5.140339,1,21,9,418,0,0,0
"329",314,0.052971,0.014749,1.496138,0.050184,1.05626,0.131448,11.010771,71.76205,0.106601,1,0,0,0,0,20.875913,151.99672,4.831738,1,267,7,40,0,0,0
"330",604,0.226229,0.031434,13.298492,0.016739,1.078622,0.73679,10.392935,70.928436,0.026391,1,0,0,0,0,22.916187,383.366704,1.173951,1,156,13,435,0,0,0
"331",748,0.942968,0.015206,4.160458,0.057062,0.909549,0.625182,10.848571,64.822626,0.201875,1,0,0,0,0,17.330786,579.07901,5.99832,1,275,15,458,0,0,0
"332",502,0.433044,0.008194,16.315169,0.044966,1.048766,0.424054,10.555173,71.18518,0.091255,1,0,0,0,0,36.104522,529.706206,0.576782,1,283,11,208,0,0,0
"333",90,0.362411,0.032681,0.748109,0.053302,1.033929,0.2623,10.671907,67.039546,0.142103,1,0,0,0,0,24.121843,599.570853,5.122178,1,65,2,23,0,0,0
"334",921,0.432078,0.041026,4.869622,0.040383,1.091347,0.140339,10.666603,65.440359,0.04291,1,0,0,0,0,44.049977,57.674645,0.528092,1,776,19,126,0,0,0
"335",112,0.205933,0.008576,10.709032,0.042816,1.068568,0.013645,11.234763,73.537061,0.084556,1,0,0,0,0,37.683241,494.595099,2.397689,1,108,3,1,0,0,0
"336",344,0.460721,0.029909,18.095347,0.050597,1.022991,0.694949,10.938903,70.540147,0.11198,1,0,0,0,0,28.356085,194.572439,5.779183,1,103,7,234,0,0,0
"337",460,0.206558,0.039967,3.554934,0.032187,1.026021,0.091173,9.980829,72.558855,0.089228,1,0,0,0,0,38.115519,130.519926,5.599711,1,409,10,41,0,0,0
"338",701,0.39441,0.035396,10.155937,0.036026,1.018449,0.936178,10.901946,62.818601,0.102689,1,0,0,0,0,48.687597,378.882713,1.713107,1,44,15,642,0,0,0
"339",506,0.708054,0.010728,9.986398,0.044684,0.908554,0.028192,10.491097,64.437951,0.004737,1,0,0,0,0,10.106116,364.190039,0.651153,1,482,11,13,0,0,0
"340",221,0.120919,0.036887,4.76018,0.064562,1.041849,0.463426,9.813384,69.982819,0.143316,1,0,0,0,0,42.443275,85.797963,5.350194,1,116,5,100,0,0,0
"341",693,0.107703,0.041539,5.395816,0.0129,0.94979,0.496597,11.321402,62.209971,0.038904,1,0,0,0,0,6.3227,456.855696,4.043772,1,342,14,337,0,0,0
"342",230,0.658958,0.038871,17.896792,0.004858,1.072638,0.069645,9.272885,65.294394,0.134239,1,0,0,0,0,39.139928,420.157697,2.822783,1,210,5,15,0,0,0
"343",113,0.774271,0.022594,18.934174,0.027699,1.096792,0.574566,10.96388,71.54174,0.01953,1,0,0,0,0,23.439335,231.232874,3.467406,1,47,3,63,0,0,0
"344",336,0.310237,0.034532,18.656838,0.074346,1.047139,0.16826,9.346417,73.573763,0.108791,1,0,0,0,0,18.583714,251.050124,3.777086,1,274,7,55,0,0,0
"345",610,0.570403,0.016789,0.646286,0.006548,0.929654,0.417587,9.77947,62.261187,0.199065,1,0,0,0,0,17.179588,431.04666,2.087856,1,348,13,249,0,0,0
"346",113,0.096666,0.032138,18.683586,0.073568,0.918577,0.909043,11.135063,70.498779,0.014798,1,0,0,0,0,44.428433,350.614019,1.100257,1,11,3,99,0,0,0
"347",645,0.115131,0.040819,17.570722,0.058034,1.098956,0.413294,10.847548,69.744388,0.096094,1,0,0,0,0,37.803805,317.531363,3.316776,1,371,13,261,0,0,0
"348",303,0.105158,0.038759,4.515937,0.0511,0.963444,0.393887,10.061146,66.534875,0.022215,1,0,0,0,0,40.349828,289.589415,3.716143,1,180,7,116,0,0,0
"349",905,0.864732,0.031736,17.392452,0.015355,1.041717,0.319211,10.720627,62.59068,0.113634,1,0,0,0,0,9.186102,536.078679,4.886543,1,604,19,282,0,0,0
"350",228,0.035553,0.03792,15.551481,0.022883,1.045387,0.449047,10.467351,69.118192,0.100247,1,0,0,0,0,17.414397,150.846307,0.686166,1,123,5,100,0,0,0
"351",908,0.488678,0.034583,3.225598,0.076946,0.954297,0.009678,10.598042,62.550342,0.077504,1,0,0,0,0,17.598204,453.576786,1.350363,1,881,19,8,0,0,0
"352",914,0.738115,0.001054,7.306663,0.008667,0.974552,0.307669,10.616716,64.561056,0.218826,1,0,0,0,0,2.891014,32.133435,4.498044,1,620,19,275,0,0,0
"353",568,0.510579,0.000138,8.626182,0.067209,1.012769,0.683978,9.52524,61.307276,0.238195,1,0,0,0,0,11.411705,319.40456,0.742022,1,176,12,380,0,0,0
"354",330,0.853184,0.040444,11.367796,0.059728,1.035983,0.31695,9.364671,62.608876,0.004825,1,0,0,0,0,44.466402,127.309339,2.407865,1,221,7,102,0,0,0
"355",611,0.148348,0.001317,14.089364,0.024294,1.029998,0.367565,9.509577,73.906261,0.038394,1,0,0,0,0,45.134509,358.659003,3.106885,1,379,13,219,0,0,0
"356",148,0.274152,0.005653,16.383102,0.003648,0.912532,0.193403,9.596564,71.46615,0.24392,1,0,0,0,0,24.411018,151.723313,0.776707,1,117,3,28,0,0,0
"357",667,0.650996,0.039741,8.183285,0.07407,1.09219,0.444861,10.910523,69.347753,0.196632,1,0,0,0,0,41.132869,518.948748,5.366005,1,363,14,290,0,0,0
"358",521,0.483603,0.004531,14.669382,0.004957,1.021402,0.101126,10.132726,61.871022,0.145711,1,0,0,0,0,12.67387,497.602037,0.65653,1,459,11,51,0,0,0
"359",383,0.290227,0.02768,3.212358,0.079044,0.96913,0.201552,10.495186,68.82939,0.149235,1,0,0,0,0,31.271961,369.892683,5.542825,1,300,8,75,0,0,0
"360",85,0.765971,0.02411,5.581109,0.060147,0.9183,0.271632,9.936731,63.23199,0.192365,1,0,0,0,0,9.355407,276.392491,5.662483,1,61,2,22,0,0,0
"361",381,0.44288,0.028763,15.389816,0.064317,1.078348,0.258896,10.843956,65.592174,0.12602,1,0,0,0,0,15.938978,51.304962,3.613038,1,277,8,96,0,0,0
"362",115,0.265166,0.041044,3.426561,0.059962,1.082725,0.248194,10.43887,65.008756,0.16736,1,0,0,0,0,40.217979,12.741158,4.073326,1,85,3,27,0,0,0
"363",462,0.767302,0.026837,1.277756,0.055097,0.996144,0.40081,9.549075,62.383155,0.224347,1,0,0,0,0,25.740779,131.981345,5.792605,1,271,10,181,0,0,0
"364",418,0.125001,0.034815,10.308489,0.072498,0.995919,0.547541,9.717358,69.444692,0.24708,1,0,0,0,0,37.011665,264.344147,4.892593,1,186,9,223,0,0,0
"365",282,0.784031,0.033203,8.0419,0.060014,0.996589,0.218114,10.757063,66.745825,0.219141,1,0,0,0,0,46.841398,590.790294,2.867179,1,216,6,60,0,0,0
"367",520,0.427974,0.024172,3.844267,0.051896,1.004627,0.066285,9.469912,64.035464,0.164237,1,0,0,0,0,27.628556,316.418477,1.24857,1,476,11,33,0,0,0
"368",234,0.395598,0.016451,19.887108,0.067127,1.083989,0.794349,11.270539,68.350776,0.08048,1,0,0,0,0,32.255104,318.908717,4.829029,1,48,5,181,0,0,0
"369",390,0.173884,0.028674,3.129065,0.08061,1.044707,0.228605,9.994182,61.488687,0.241043,1,0,0,0,0,36.40247,572.983963,4.458645,1,295,8,87,0,0,0
"370",630,0.955739,0.029689,18.706769,0.037009,0.994443,0.895905,10.24983,62.095079,0.150586,1,0,0,0,0,37.744094,249.324074,2.950268,1,65,13,552,0,0,0
"371",403,0.760987,0.028157,2.920147,0.077834,0.992334,0.472941,10.356868,62.921475,0.243712,1,0,0,0,0,43.557724,21.427589,1.1997,1,208,9,186,0,0,0
"372",726,0.803717,0.016861,9.137145,0.059817,0.968714,0.86395,10.533312,67.781301,0.222594,1,0,0,0,0,45.005507,375.074799,3.058413,1,97,15,614,0,0,0
"373",460,0.627328,0.020869,6.843875,0.062844,1.082933,0.072534,10.036798,63.732077,0.204579,1,0,0,0,0,45.396217,531.68399,4.044938,1,418,10,32,0,0,0
"374",217,0.5689,0.022251,5.831395,0.070579,0.901214,0.19418,10.74068,67.564781,0.112948,1,0,0,0,0,45.991975,242.484173,5.24128,1,171,5,41,0,0,0
"375",298,0.485875,0.023286,4.853093,0.033774,1.075134,0.553032,9.358067,69.168478,0.080755,1,0,0,0,0,38.209148,106.766,1.16451,1,131,6,161,0,0,0
"376",543,0.687943,0.032122,3.361037,0.080709,1.077667,0.281249,9.970912,69.756311,0.131677,1,0,0,0,0,33.878628,497.100879,5.635283,1,383,11,149,0,0,0
"377",509,0.413551,0.037534,6.432897,0.014085,1.009441,0.278839,9.544651,73.75845,0.045905,1,0,0,0,0,46.959408,347.501575,4.560725,1,360,11,138,0,0,0
"378",235,0.385483,0.023855,4.821808,0.049741,1.098454,0.409479,10.627488,72.232905,0.078936,1,0,0,0,0,40.61226,71.213448,5.126659,1,136,5,94,0,0,0
"379",103,0.420879,0.002099,13.194791,0.009706,1.005284,0.23003,9.369154,71.58746,0.184143,1,0,0,0,0,38.939227,78.192145,0.683528,1,77,3,23,0,0,0
"380",783,0.159352,0.000475,10.802941,0.006015,1.025104,0.324503,9.573631,71.968658,0.051246,1,0,0,0,0,30.469084,486.731209,4.934655,1,519,16,248,0,0,0
"381",156,0.314878,0.024919,0.182682,0.073463,1.003889,0.882411,10.622671,71.611832,0.130275,1,0,0,0,0,3.896056,368.534682,1.05577,1,18,4,134,0,0,0
"382",226,0.229977,0.032964,2.318121,0.070343,1.063094,0.031957,9.556652,71.409966,0.220909,1,0,0,0,0,29.858078,432.471953,5.647095,1,214,5,7,0,0,0
"383",366,0.545183,0.013242,10.258662,0.003168,0.937355,0.346609,11.240095,65.812181,0.092571,1,0,0,0,0,22.038262,128.392314,0.513014,1,234,8,124,0,0,0
"384",349,0.214764,0.014907,11.690866,0.079477,1.083447,0.956199,10.463665,63.331014,0.200403,1,0,0,0,0,8.618755,439.706079,3.113348,1,15,7,327,0,0,0
"385",696,0.838261,0.023185,19.488278,0.064135,1.042756,0.56663,10.458209,73.311059,0.043939,1,0,0,0,0,43.850216,117.212938,4.869661,1,296,14,386,0,0,0
"386",209,0.086311,0.028233,13.02253,0.005561,1.080397,0.082495,11.309314,66.36341,0.028277,1,0,0,0,0,8.967912,164.981469,4.740009,1,188,5,16,0,0,0
"387",384,0.495648,0.040203,14.872629,0.047812,0.953948,0.260411,9.810077,71.928051,0.147027,1,0,0,0,0,14.677862,87.792192,2.759188,1,279,8,97,0,0,0
"388",555,0.391693,0.001631,16.975515,0.076648,1.06044,0.43902,10.912404,67.933824,0.186033,1,0,0,0,0,35.300057,594.21241,2.090435,1,305,12,238,0,0,0
"389",745,0.819168,0.027376,18.314181,0.073642,0.963723,0.660733,9.637612,67.353822,0.195783,1,0,0,0,0,32.60439,351.103806,1.287438,1,248,15,482,0,0,0
"390",333,0.546564,0.037721,7.479831,0.035547,0.958558,0.169677,9.900174,66.725306,0.030238,1,0,0,0,0,46.632525,379.970353,5.514548,1,271,7,55,0,0,0
"391",431,0.168561,0.040558,17.597826,0.057138,0.993762,0.871571,10.493425,72.651564,0.031969,1,0,0,0,0,1.135492,474.65636,4.115299,1,55,9,367,0,0,0
"392",405,0.770884,0.002685,9.760677,0.001496,1.027385,0.905327,9.320393,67.436014,0.058958,1,0,0,0,0,30.914895,192.605588,5.52891,1,38,9,358,0,0,0
"393",835,0.791574,0.029601,8.789669,0.050147,0.977224,0.988455,10.081439,72.435435,0.12035,1,0,0,0,0,38.552824,576.891617,1.372791,1,10,17,808,0,0,0
"394",988,0.657746,0.032776,10.685034,0.05238,0.998416,0.170944,10.61314,66.138564,0.207662,1,0,0,0,0,26.017649,510.401839,2.224567,1,803,20,165,0,0,0
"395",307,0.331003,0.033831,5.657558,0.011102,1.037212,0.050991,11.091558,64.694444,0.077135,1,0,0,0,0,39.065292,99.424664,4.366577,1,285,7,15,0,0,0
"396",222,0.754208,0.035355,13.725039,0.052829,0.967978,0.913796,11.16909,63.559513,0.239434,1,0,0,0,0,6.157566,161.367047,1.546222,1,19,5,198,0,0,0
"397",799,0.360392,0.004809,15.100816,0.074137,1.008541,0.323782,9.819863,67.799746,0.036496,1,0,0,0,0,5.205971,288.348915,5.69214,1,530,16,253,0,0,0
"398",615,0.343054,0.006955,9.053688,0.006168,0.97936,0.995002,10.466745,63.966627,0.042318,1,0,0,0,0,36.24059,538.711481,4.123639,1,4,13,598,0,0,0
"399",811,0.506783,0.01793,9.485999,0.045865,0.921674,0.886354,11.023697,70.783731,0.17212,1,0,0,0,0,26.160444,308.279163,2.942966,1,91,17,703,0,0,0
"400",663,0.936217,0.020039,16.023318,0.067418,1.056655,0.478395,9.271219,68.494106,0.056929,1,0,0,0,0,33.770885,350.310264,1.374208,1,339,14,310,0,0,0
"402",430,0.845067,0.021845,5.778675,0.082647,1.06599,0.027292,11.04747,61.616615,0.204017,1,0,0,0,0,33.253331,478.914203,4.958191,1,410,9,11,0,0,0
"403",533,0.894915,0.017098,16.585189,0.049844,1.066902,0.076804,9.465072,73.886142,0.045549,1,0,0,0,0,34.017876,125.053311,3.911264,1,482,11,40,0,0,0
"404",972,0.406589,0.0319,14.797203,0.079548,0.982125,0.717209,11.140585,72.742398,0.093775,1,0,0,0,0,5.985684,465.333374,0.725186,1,270,20,682,0,0,0
"405",992,0.509239,0.035049,4.814409,0.014671,1.096265,0.205014,10.820894,62.523257,0.085468,1,0,0,0,0,26.239618,255.734857,2.353747,1,773,20,199,0,0,0
"406",593,0.146343,0.006086,2.285945,0.012961,1.033658,0.517677,9.353066,69.009733,0.021161,1,0,0,0,0,23.648656,565.35091,5.668434,1,281,12,300,0,0,0
"407",417,0.375949,0.027331,1.71701,0.06681,1.067757,0.289506,10.741578,69.129341,0.067297,1,0,0,0,0,24.651521,597.856546,5.385151,1,290,9,118,0,0,0
"408",786,0.374793,0.000597,2.20149,0.005474,1.032836,0.096294,10.266632,70.032108,0.106824,1,0,0,0,0,1.891268,67.320294,0.222351,1,696,16,74,0,0,0
"409",515,0.854438,0.027508,7.704803,0.08157,1.0882,0.045079,11.019059,61.85347,0.15403,1,0,0,0,0,30.996118,545.679929,4.429925,1,482,11,22,0,0,0
"410",951,0.531841,0.015227,12.753585,0.007793,1.092476,0.390794,9.816449,68.713837,0.183797,1,0,0,0,0,40.45996,478.224377,3.351297,1,568,20,363,0,0,0
"411",216,0.164445,0.021615,11.632298,0.078691,0.922745,0.901714,10.753663,73.65852,0.080545,1,0,0,0,0,42.894532,530.047489,0.182648,1,21,5,190,0,0,0
"412",936,0.144939,0.011381,7.589675,0.055795,1.048197,0.813154,10.167031,62.731554,0.053839,1,0,0,0,0,26.320439,196.878236,4.558258,1,172,19,745,0,0,0
"413",589,0.9239,0.000294,10.173214,0.00879,1.084337,0.749539,9.762471,65.930501,0.013593,1,0,0,0,0,20.743992,193.200075,3.146325,1,145,12,432,0,0,0
"414",480,0.752827,0.034905,3.686001,0.038539,0.970039,0.282187,9.826328,65.228217,0.212506,1,0,0,0,0,47.921803,422.721974,4.979188,1,338,10,132,0,0,0
"415",433,0.712181,0.033457,13.684411,0.025813,1.030667,0.925763,10.239419,72.54207,0.069328,1,0,0,0,0,25.418284,139.325683,1.158937,1,32,9,392,0,0,0
"416",566,0.958413,0.016324,19.219752,0.081762,1.030104,0.539972,9.477059,73.266183,0.056,1,0,0,0,0,18.959719,38.576003,4.542062,1,255,12,299,0,0,0
"417",631,0.55596,0.027262,10.33701,0.062668,0.997406,0.254125,11.117035,69.393963,0.208315,1,0,0,0,0,29.007334,115.64869,0.401317,1,461,13,157,0,0,0
"418",497,0.355741,0.034339,5.057148,0.069338,0.985375,0.724606,11.130458,61.565312,0.069537,1,0,0,0,0,21.342239,100.993377,1.134284,1,135,10,352,0,0,0
"419",349,0.137115,0.002257,7.65054,0.072704,0.987035,0.986351,9.951986,73.796895,0.109903,1,0,0,0,0,49.043827,304.634191,0.571847,1,5,7,337,0,0,0
"420",137,0.569793,0.025215,12.207226,0.039435,1.015613,0.129169,11.005817,70.07877,0.210781,1,0,0,0,0,27.859724,96.884508,0.160459,1,117,3,17,0,0,0
"421",124,0.675085,0.031402,1.355679,0.04218,1.02928,0.296785,10.745373,66.055856,0.15833,1,0,0,0,0,21.238499,498.687873,3.940742,1,86,3,35,0,0,0
"422",176,0.009308,0.03127,3.070452,0.065313,1.022163,0.15082,10.882899,62.70683,0.149289,1,0,0,0,0,29.143661,559.015591,5.352312,1,147,4,25,0,0,0
"423",587,0.476957,0.00853,6.069733,0.045591,0.971573,0.247867,9.663838,70.38042,0.022571,1,0,0,0,0,45.509442,351.840329,0.956931,1,433,12,142,0,0,0
"424",275,0.500221,0.012918,6.585591,0.030126,1.053389,0.473427,9.303435,73.115981,0.044233,1,0,0,0,0,32.833889,210.107116,4.600645,1,142,6,127,0,0,0
"425",573,0.098568,0.01836,2.441726,0.050062,0.960954,0.948708,10.431098,63.625938,0.217642,1,0,0,0,0,35.291836,224.018938,2.252087,1,29,12,532,0,0,0
"426",706,0.196522,0.020418,1.444729,0.005001,0.932953,0.116083,10.937148,74.422723,0.202593,1,0,0,0,0,19.292942,371.323457,2.842841,1,611,15,80,0,0,0
"427",252,0.130684,0.006522,14.976059,0.017123,1.046024,0.147653,10.474975,69.730118,0.043197,1,0,0,0,0,38.292148,430.182802,5.549469,1,210,6,36,0,0,0
"428",257,0.276722,0.026416,5.24312,0.020838,1.075613,0.092281,10.92398,69.092771,0.006703,1,0,0,0,0,23.054699,146.53636,4.983599,1,228,6,23,0,0,0
"429",829,0.4938,0.007872,18.075995,0.053494,0.987402,0.425944,9.328037,68.974978,0.128197,1,0,0,0,0,4.028192,187.88122,4.270379,1,467,17,345,0,0,0
"430",310,0.734776,0.010289,5.00807,0.01573,1.049381,0.550592,9.76517,67.568085,0.09996,1,0,0,0,0,45.267749,145.408916,2.658563,1,137,7,166,0,0,0
"431",441,0.187992,0.003012,12.397258,0.074435,1.078846,0.654779,10.098076,71.603452,0.158853,1,0,0,0,0,37.099986,486.055302,0.923442,1,150,9,282,0,0,0
"432",568,0.440303,0.033541,17.946632,0.009321,1.013149,0.775817,10.77819,71.576046,0.020383,1,0,0,0,0,5.455592,409.859051,1.958331,1,125,12,431,0,0,0
"433",788,0.794167,0.037819,16.873165,0.056212,0.947948,0.085438,10.414084,68.191648,0.23574,1,0,0,0,0,22.986673,52.829327,0.828238,1,707,16,65,0,0,0
"434",797,0.54956,0.018829,12.117899,0.078781,0.938731,0.079873,9.792312,69.913294,0.11702,1,0,0,0,0,34.605454,425.663913,2.817416,1,719,16,62,0,0,0
"435",772,0.298292,0.001817,6.057958,0.017761,1.018885,0.410084,9.305935,71.289083,0.012751,1,0,0,0,0,35.049119,580.616927,5.459245,1,446,16,310,0,0,0
"436",452,0.203549,0.005783,18.943693,0.011658,1.001173,0.637104,9.896333,74.708245,0.137646,1,0,0,0,0,4.354308,559.599882,4.135274,1,161,10,281,0,0,0
"437",183,0.704441,0.001203,6.414501,0.037228,1.080155,0.533133,10.646316,69.216358,0.021531,1,0,0,0,0,46.182696,423.566716,2.631182,1,84,4,95,0,0,0
"438",869,0.637975,0.031204,3.826504,0.079224,1.041426,0.4037,10.577104,74.642203,0.083902,1,0,0,0,0,5.034438,402.191602,5.631955,1,508,18,343,0,0,0
"439",315,0.852319,0.007481,7.999715,0.082025,1.02709,0.442836,9.400934,67.927166,0.114333,1,0,0,0,0,13.823525,15.552063,2.973517,1,172,7,136,0,0,0
"440",879,0.6108,0.0346,10.657915,0.026898,1.06522,0.159343,10.27509,73.278515,0.061532,1,0,0,0,0,36.85152,73.812779,4.82155,1,724,18,137,0,0,0
"441",527,0.839772,0.003774,19.656806,0.059315,1.09055,0.277257,9.996524,72.976901,0.075231,1,0,0,0,0,45.198793,325.419582,5.507684,1,373,11,143,0,0,0
"442",266,0.494406,0.031043,4.222141,0.055858,0.902839,0.081281,10.375881,68.996163,0.13142,1,0,0,0,0,41.902446,374.305999,5.002776,1,239,6,21,0,0,0
"443",994,0.946098,0.032955,15.839456,0.039658,1.036185,0.917238,9.823814,62.765591,0.026661,1,0,0,0,0,10.683915,301.004711,0.965976,1,81,20,893,0,0,0
"444",60,0.651609,0.017188,18.539602,0.03771,1.089713,0.512621,11.220545,68.783059,0.202331,1,0,0,0,0,13.676009,239.194295,3.726911,1,29,2,29,0,0,0
"445",248,0.534171,0.009094,5.162439,0.052685,1.073289,0.939173,11.237746,69.327712,0.009071,1,0,0,0,0,34.104495,546.789395,2.7236,1,15,5,228,0,0,0
"446",669,0.455889,0.008101,6.471801,0.027813,1.007366,0.23942,10.670216,67.071009,0.151238,1,0,0,0,0,1.652631,138.339787,1.241575,1,499,14,156,0,0,0
"447",933,0.591616,0.032494,1.10531,0.056299,1.003061,0.84517,9.398947,66.577889,0.229699,1,0,0,0,0,47.155793,182.598323,3.982506,1,142,19,772,0,0,0
"448",924,0.865439,0.009265,14.407828,0.055673,0.968172,0.46498,10.773298,66.097752,0.078609,1,0,0,0,0,25.0254,248.439452,2.780362,1,485,19,420,0,0,0
"449",632,0.471637,0.019912,18.863288,0.036617,0.914182,0.575586,9.571576,73.341272,0.117348,1,0,0,0,0,15.953038,68.850059,5.967091,1,263,13,356,0,0,0
"450",153,0.175728,3e-06,11.732197,0.078196,0.900904,0.387387,9.861098,70.228502,0.225327,1,0,0,0,0,30.284259,447.091912,5.278631,1,92,4,57,0,0,0
"451",140,0.050432,0.006132,14.76227,0.058973,1.099928,0.182647,10.788042,72.876855,0.040554,1,0,0,0,0,45.914821,525.312554,2.776293,1,112,3,25,0,0,0
"452",760,0.091391,0.018885,1.134614,0.016504,1.037437,0.061071,11.044188,69.549879,0.202991,1,0,0,0,0,8.338451,253.66508,0.228084,1,699,16,45,0,0,0
"453",621,0.716403,0.022366,5.500691,0.027849,0.965701,0.552373,11.030974,64.91093,0.239727,1,0,0,0,0,12.266329,232.891684,2.442029,1,273,13,335,0,0,0
"454",351,0.402425,0.039242,2.952758,0.036439,0.906861,0.161831,10.241581,64.230953,0.0504,1,0,0,0,0,46.51081,446.245118,5.447851,1,288,8,55,0,0,0
"455",778,0.906169,0.021824,6.73625,0.022611,1.078524,0.407847,9.879471,72.366889,0.144326,1,0,0,0,0,21.25946,475.949957,5.22063,1,452,16,310,0,0,0
"456",919,0.895422,0.034765,13.812803,0.015918,0.998659,0.54293,10.351574,66.241186,0.187841,1,0,0,0,0,34.475169,417.623673,3.551492,1,412,19,488,0,0,0
"457",324,0.513994,0.013159,6.826269,0.049357,1.059264,0.628879,9.29398,62.742866,0.05245,1,0,0,0,0,3.302736,54.35434,0.164687,1,118,7,199,0,0,0
"458",897,0.498993,0.0374,15.608183,0.036931,0.902579,0.73149,10.08244,67.146026,0.006108,1,0,0,0,0,20.04322,238.179248,1.446854,1,237,18,642,0,0,0
"459",186,0.989895,0.010556,4.799401,0.006158,0.975034,0.723795,11.049177,71.676505,0.170227,1,0,0,0,0,2.306784,150.426901,1.886574,1,51,4,131,0,0,0
"460",475,0.8149,0.023217,16.772342,0.044322,0.970321,0.583196,10.237078,63.599388,0.095898,1,0,0,0,0,6.884249,283.538829,2.12828,1,194,10,271,0,0,0
"461",342,0.70603,0.035655,11.076026,0.042351,1.05427,0.70027,9.846351,71.971512,0.083053,1,0,0,0,0,32.570198,294.683618,2.454198,1,101,7,234,0,0,0
"462",341,0.604663,0.015881,7.562524,0.011265,1.020936,0.454188,10.218477,70.509235,0.101401,1,0,0,0,0,27.476067,578.241917,5.008372,1,183,7,151,0,0,0
"463",179,0.230038,0.038419,4.990193,0.007397,0.966263,0.429418,10.988205,71.775599,0.216531,1,0,0,0,0,21.739369,128.53867,4.695904,1,100,4,75,0,0,0
"464",728,0.920096,0.019073,4.197564,0.065789,1.053642,0.809311,9.440251,62.939127,0.177728,1,0,0,0,0,27.072341,17.867429,3.994,1,136,15,577,0,0,0
"465",224,0.296199,0.019946,16.075701,0.071887,1.066429,0.457587,10.641476,70.131231,0.027259,1,0,0,0,0,42.314003,357.982249,2.927452,1,119,5,100,0,0,0
"466",279,0.518135,0.025741,19.972336,0.02866,0.923229,0.015747,10.990978,63.437486,0.161301,1,0,0,0,0,49.821452,149.114059,3.844925,1,269,6,4,0,0,0
"467",479,0.719556,0.015376,16.711337,0.070884,0.953742,0.521783,10.82684,71.857072,0.046112,1,0,0,0,0,37.394657,588.296204,1.003517,1,225,10,244,0,0,0
"468",250,0.194127,0.000503,14.469926,0.023591,1.096157,0.136492,9.992789,73.837078,0.058575,1,0,0,0,0,6.482809,522.94007,5.865136,1,212,5,33,0,0,0
"469",461,0.293176,0.039577,4.098884,0.000511,1.002927,0.453666,10.270767,70.060131,0.174895,1,0,0,0,0,31.710747,550.39623,4.08612,1,247,10,204,0,0,0
"470",215,0.266728,0.03475,13.207895,0.014635,1.087409,0.389023,11.133187,64.633956,0.175723,1,0,0,0,0,29.220437,102.958991,2.03858,1,129,5,81,0,0,0
